pc_time_s,seq_id,module_id,status,tx_drops,EMG R env,EMG L env,EMG R act,EMG L act,FSR RH,FSR RT,FSR LH,FSR LT,Phase R,Phase L,Gait R,Gait L,Thigh R,Thigh L,Tau R,Tau L
1.0400,8772,240,0,0,0.001496,0.009996,0.000000,0.000000,1.500000,1.500000,1.355266,1.500000,0.747497,0.856734,1.000000,2.000000,5.690918,-17.292480,0.000000,0.000000
1.0500,8773,240,0,0,0.001519,0.010046,0.000000,0.000000,1.500000,1.500000,1.355909,1.500000,0.754231,0.859233,1.000000,2.000000,5.712891,-17.292480,0.000000,0.000000
1.0600,8774,240,0,0,0.001693,0.010097,0.000000,0.000000,1.500000,1.500000,1.354297,1.500000,0.760965,0.861733,1.000000,2.000000,5.712891,-17.270508,0.000000,0.000000
1.0700,8775,240,0,0,0.002315,0.011145,0.000000,0.000000,1.500000,1.500000,1.353500,1.500000,0.767699,0.864233,1.000000,2.000000,5.734863,-17.270508,0.000000,0.000000
1.0800,8776,240,0,0,0.002052,0.010701,0.000000,0.000000,1.500000,1.500000,1.352968,1.500000,0.774433,0.866733,1.000000,2.000000,5.756836,-17.248535,0.000000,0.000000
1.0900,8777,240,0,0,0.001813,0.010843,0.000000,0.000000,1.500000,1.500000,1.351163,1.500000,0.781167,0.869233,1.000000,2.000000,5.778809,-17.248535,0.000000,0.000000
1.1000,8778,240,0,0,0.001710,0.010505,0.000000,0.000000,1.500000,1.500000,1.349755,1.500000,0.787902,0.871732,1.000000,2.000000,5.778809,-17.226562,0.000000,0.000000
1.1100,8779,240,0,0,0.001825,0.011104,0.000000,0.000000,1.500000,1.500000,1.349394,1.500000,0.794636,0.874232,1.000000,2.000000,5.800781,-17.226562,0.000000,0.000000
1.1200,8780,240,0,0,0.001702,0.011488,0.000000,0.000000,1.500000,1.500000,1.348348,1.500000,0.801370,0.876732,1.000000,2.000000,5.822754,-17.204590,0.000000,0.000000
1.1300,8781,240,0,0,0.001606,0.011190,0.000000,0.000000,1.500000,1.500000,1.347588,1.500000,0.808104,0.879232,1.000000,2.000000,5.844727,-17.182617,0.000000,0.000000
1.1400,8782,240,0,0,0.001490,0.010579,0.000000,0.000000,1.500000,1.500000,1.346595,1.500000,0.814838,0.881732,1.000000,2.000000,5.866699,-17.160645,0.000000,0.000000
1.1500,8783,240,0,0,0.001533,0.009885,0.000000,0.000000,1.500000,1.500000,1.346865,1.500000,0.821572,0.884232,1.000000,2.000000,5.888672,-17.138672,0.000000,0.000000
1.1600,8784,240,0,0,0.001700,0.009461,0.000000,0.000000,1.500000,1.500000,1.344699,1.500000,0.828306,0.886731,1.000000,2.000000,5.910645,-17.116699,0.000000,0.000000
1.1700,8785,240,0,0,0.001499,0.008798,0.000000,0.000000,1.500000,1.500000,1.343640,1.500000,0.835041,0.889231,1.000000,2.000000,5.932617,-17.094727,0.000000,0.000000
1.1800,8787,240,0,0,0.001341,0.008380,0.000000,0.000000,1.500000,1.500000,1.343025,1.500000,0.848509,0.894231,1.000000,2.000000,5.976562,-17.050781,0.000000,0.000000
1.1900,8788,240,0,0,0.001427,0.008263,0.000000,0.000000,1.500000,1.500000,1.342090,1.500000,0.855243,0.896731,1.000000,2.000000,5.998535,-17.028809,0.000000,0.000000
1.2000,8789,240,0,0,0.001603,0.007470,0.000000,0.000000,1.500000,1.500000,1.340996,1.500000,0.861977,0.899230,1.000000,2.000000,6.020508,-17.006836,0.000000,0.000000
1.2100,8790,240,0,0,0.001541,0.007459,0.000000,0.000000,1.500000,1.500000,1.340724,1.500000,0.868711,0.901730,1.000000,2.000000,6.020508,-16.984863,0.000000,0.000000
1.2200,8791,240,0,0,0.001424,0.008096,0.000000,0.000000,1.500000,1.500000,1.341083,1.500000,0.875445,0.904230,1.000000,2.000000,6.042480,-16.984863,0.000000,0.000000
1.2300,8792,240,0,0,0.001338,0.007875,0.000000,0.000000,1.500000,1.500000,1.340852,1.500000,0.882179,0.906730,1.000000,2.000000,6.042480,-16.984863,0.000000,0.000000
1.2400,8793,240,0,0,0.001596,0.007996,0.000000,0.000000,1.500000,1.500000,1.340400,1.500000,0.888914,0.909230,1.000000,2.000000,6.064453,-16.962891,0.000000,0.000000
1.2500,8794,240,0,0,0.001573,0.008111,0.000000,0.000000,1.500000,1.500000,1.338985,1.500000,0.895648,0.911730,1.000000,2.000000,6.064453,-16.962891,0.000000,0.000000
1.2600,8795,240,0,0,0.001893,0.008827,0.000000,0.000000,1.500000,1.500000,1.338831,1.500000,0.902382,0.914229,1.000000,2.000000,6.064453,-16.962891,0.000000,0.000000
1.2700,8796,240,0,0,0.001634,0.009422,0.000000,0.000000,1.500000,1.500000,1.337990,1.500000,0.909116,0.916729,1.000000,2.000000,6.064453,-16.962891,0.000000,0.000000
1.2800,8797,240,0,0,0.001906,0.009501,0.000000,0.000000,1.500000,1.500000,1.338220,1.500000,0.915850,0.919229,1.000000,2.000000,6.064453,-16.962891,0.000000,0.000000
1.2900,8798,240,0,0,0.001770,0.009643,0.000000,0.000000,1.500000,1.500000,1.337971,1.500000,0.922584,0.921729,1.000000,2.000000,6.042480,-16.962891,0.000000,0.000000
1.3000,8799,240,0,0,0.001549,0.008944,0.000000,0.000000,1.500000,1.500000,1.337316,1.500000,0.929318,0.924229,1.000000,2.000000,6.042480,-16.962891,0.000000,0.000000
1.3100,8800,240,0,0,0.001457,0.008961,0.000000,0.000000,1.500000,1.500000,1.337808,1.500000,0.936053,0.926728,1.000000,2.000000,6.042480,-16.984863,0.000000,0.000000
1.3200,8801,240,0,0,0.001483,0.009233,0.000000,0.000000,1.500000,1.500000,1.338586,1.500000,0.942787,0.929228,1.000000,2.000000,6.042480,-16.984863,0.000000,0.000000
